video_id	description	date	link	views	likes	duration	comments_number	ref_link	whois_info
Q2qkT4l-6V0	Переходи по ссылке https://surfshark.deals/WYLSA - используй промокод WYLSA и получи скидку 83% и 3 месяца в подарок!\n\nПредзаказать кольцо всевластия Wylsacom: https://payring.ru/wylsacom\n\n00:00 Начало\n01:57 Открытие недели\n04:05 Cool Story\n06:04 iOS 16\n10:45 iOS 16 популярнее чем 15\n13:27 Apple снижает производство iPhone 14\n17:00 Dynamic Island на 15\n18:54 Утечки\n22:36 NVIDIA RTX4000\n24:56 Intel NUC\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-09-23	https://www.youtube.com/watch?v=Q2qkT4l-6V0	897655	25973	PT29M26S	1517	https://surfshark.com/deal/influencer?coupon=wylsa&utm_source=partner&utm_medium=45357	NameBrightPrivacy.com
_CUA-tUa6oE	"Кофейная станция BORK C806 — https://www.bork.ru/s/_c806_youtube/\n\n\nСервис iSupport - https://www.isupport.ru\nТелеграм-канал iSupport - https://t.me/iSupport_Russia \n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламу ООО ""БОРК-ИМПОРТ""."	2022-09-21	https://www.youtube.com/watch?v=_CUA-tUa6oE	898318	26374	PT38M51S	1525	https://www.bork.ru/eShop/For-Coffee/c806/?utm_source=youtube&utm_medium=influence&utm_campaign=wylsacom&utm_term=c806	OOO BORK-IMPORT
_6AsTOKPw1g	Качай Яндекс с виджетами для экрана блокировки — https://ya.cc/t/8XFdibio3dMASc\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-09-19	https://www.youtube.com/watch?v=_6AsTOKPw1g	1586492	50708	PT18M	3969	https://apps.apple.com/ru/app/id1050704155?referrer=appmetrica_tracking_id%3D532313834157862407%26ym_tracking_id%3D3486177699122429295	Apple Inc.
TAW_gTHc55c	"Начать охоту: https://wavesducks.cc/3JrnauF\n\nЛучший магазин гаджетов - http://biggeek.ru\nПервая серия про ""Минский биток"":  https://youtu.be/D1zpdlTUHys\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию."	2022-08-25	https://www.youtube.com/watch?v=TAW_gTHc55c	990472	22385	PT16M52S	629	https://wavesducks.com/hunt?utm_source=YouTube&utm_campaign=Wylsacom	Privacy service provided by Withheld for Privacy ehf
zPCyKTCOEfk	"Забери свои 1000 рублей и выгодную кредитку MTS CASHBACK по ссылке: https://www.mtsbank.ru/chastnim-licam/karti/referal/credit-mts-cashback/?campaignName=50e42a099f/?utm_source=yt&utm_medium=smm&utm_campaign=wylsacom&utm_content=kkref\nДо 111 дней без процентов + кешбэк 5% каждый день.\n\nСпасибо BigGeek за телефоны - https://biggeek.ru/\nРазыгрываем новейший iPhone 14 Pro 256 ГБ в цвете Deep Purple, условия по ссылке - https://t.me/Wylsared/6755\n\nСпасибо @EvaElfieYT за мотивацию!\n\nВыиграй iPhone 14 Purple на 256GB! Что нужно сделать?\n1. Подписаться или быть подписанным на канал Wylsacom\n2. Оставить 1 комментарий по делу!\n3. Лайк ролику. Опционально, но дает +100 к удаче.\n4. Перейти по этой ссылке в наш ТГ-канал WylsacomRed.\nhttps://t.me/Wylsared/6755\n5. Подписаться на ТГ-канал WylsacomRed.\n\nВсем удачи!\nПодведем итоги в TG-канале WylsacomRed.\nДоставка Почтой России или можно забрать в Москве.\n\n00:00 Не хочется говорить про iPhone 14 Pro и Pro Max\n00:50 Hit the Island\n02:08 Разбираемся с цветами\n06:36 Распаковка iPhone 14 Pro Max Space Black\n09:45 Распаковка iPhone 14 Pro Deep Purple\n13:11 Активация и первое включение\n13:43 Dynamic Island\n14:43 Боже, как я завидую\n14:54 Экран всегда включен и снова про ""Остров""\n17:38 В Android все это было\n18:35 Минус, итоги и конкурс\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\n#iphone14pro #iphone14promax #dynamicisland \n\nРолик содержит рекламную интеграцию."	2022-09-17	https://www.youtube.com/watch?v=zPCyKTCOEfk	4199712	173304	PT19M32S	59856	https://www.mtsbank.ru/chastnim-licam/karti/referal/credit-mts-cashback/	"PJSC ""MTS Bank"""
uGjQJH0F7ew	"Смотри все серии сериала «Химера» прямо сейчас на Иви — https://bit.ly/3B7NAhe\nКонкурс на самый большой iPad Pro на 256 ГБ!  - \nhttps://docs.google.com/forms/d/e/1FAIpQLSe-GzJZlRo4GyOT5cYp1HzTCjgzr2qo6iS0m77invpA2JiXhQ/viewform\nИнстаграм Лукерьи: https://instagram.com/lukerya\n\n00:00 начало обсуждения сериала ""Химера""\n23:20 старт премьеры 1 серии\n1:29:40 обсуждение сериала ""Химера""\n1:53:02 подведение итогов конкурса на iPad\n\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРеклама ivi.ru\nДля зрителей 18+"	2022-09-14	https://www.youtube.com/watch?v=uGjQJH0F7ew	265244	4420	PT2H1M5S	426	https://www.ivi.ru/watch/himera?utm_campaign=svod_ru_series_title_chimera&utm_medium=blogger&utm_source=wylsa&utm_content=integration	"LLC ""Ivi.ru"""
l0esRrVQkWY	Смотри сериал «Химера» с 15 сентября только на Иви — https://bit.ly/3B7NAhe\nТрансляция 1-й серии на канале Wylsacom 14.09 в 19:30 - https://youtu.be/uGjQJH0F7ew\nРозыгрыш  iPad Pro 12.9“ silver 256 после просмотра!\n\n#iPhone14Pro #dynamicisland #promax \n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРеклама ivi.ru	2022-09-10	https://www.youtube.com/watch?v=l0esRrVQkWY	947309	30679	PT18M30S	1846	https://www.ivi.ru/watch/himera?utm_campaign=svod_ru_series_title_chimera&utm_medium=blogger&utm_source=wylsa&utm_content=integration	"LLC ""Ivi.ru"""
74AE77_0dvI	🔥Научись создавать нейросети в SkillFactory: https://go.skillfactory.ru/b1Nb3Q\nСкидка 45% по промокоду WYLSA\n\n#iphone14 #AppleWatchUltra #airpodspro2 \n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-09-08	https://www.youtube.com/watch?v=74AE77_0dvI	2316460	78913	PT22M55S	3608	https://skillfactory.ru/data-scientist-pro/?utm_source=youtube&utm_medium=partner&utm_campaign=wylsacom&utm_content=data-science_dspr_10.09.2022	Skilfektori, LLC
LcUS0nNF38I	Selectel — ведущий провайдер IT-инфраструктуры и облаков: https://slc.tl/177sx\n\nЛучший магазин гаджетов в этой галактике: http://biggeek.ru\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-09-06	https://www.youtube.com/watch?v=LcUS0nNF38I	643644	14574	PT18M33S	1279	https://selectel.ru/?utm_source=youtube.com&utm_medium=referral&utm_campaign=bonds2022_wylsacom_060922_paid	Selectel, Co. Ltd.
ICh-VDhncys	Ноутбук Maibenben X568 c RTX 3060 https://clck.ru/xr5Sg\nНоутбук Maibenben X568 с RTX 3070 https://clck.ru/xr88F\n\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\n#Maibenben568\n#Maibenben	2022-09-04	https://www.youtube.com/watch?v=ICh-VDhncys	934273	26021	PT20M1S	2078	https://www.dns-shop.ru/product/9847e011097ded20/156-noutbuk-maibenben-x568-cernyj/?utm_source=wylsabts&utm_medium=cpc-mbb&utm_campaign=btsmbb	"LTD ""DNS Retail"""
pGOgfQBhnO0	"Кофейная станция BORK C806 — https://www.bork.ru/s/_c806_youtube/\n\n00:00 Начало\n02:58 Презентация Apple\n07:25 Новые цвета iPhone\n10:33 Новая челка\n13:19 Каким будет iPhone 14\n15:55 iPhone 14 Plus\n18:23 Новая камера\n21:02 Новые линзы\n23:43 USB-C в iPhone\n25:36 Цена!\n26:33 Финал?\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРеклама ООО ""БОРК-ИМПОРТ"""	2022-09-02	https://www.youtube.com/watch?v=pGOgfQBhnO0	808068	26732	PT27M47S	1554	https://www.bork.ru/eShop/For-Coffee/c806/?utm_source=youtube&utm_medium=influence&utm_campaign=wylsacom&utm_term=c806	OOO BORK-IMPORT
VZYwzbD42lA	Быстрый старт карьеры в анализе данных вместе со SkillFactory: https://go.skillfactory.ru/zfZtAA\nПолучите скидку 45% на обучение по промокоду WYLSA\n\nЗа предоставленное на обзор зеркало спасибо https://ultratrade.ru/tovaru-dlya-doma-i-dachi/domashniiy-interer/zerkala-interernue/\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-08-23	https://www.youtube.com/watch?v=VZYwzbD42lA	336660	8976	PT14M10S	765	https://skillfactory.ru/analyz-dannih/?utm_source=youtube&utm_medium=partner&utm_campaign=wylsa&utm_content=data-science_dspr_21.08.2022	Skilfektori, LLC
T3UHkk_9_68	Промокод KRCHR3217FE1 дает скидку 15% на минимойки в собственной бренд-зоне Karcher на OZON до 15 сентября 2022 г. Скидка не суммируется с другими предложениями. https://bit.ly/3PtSIRW\n\nСпасибо electronmotors https://clck.ru/t5oVm за помощь в съемках\n\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-08-21	https://www.youtube.com/watch?v=T3UHkk_9_68	308541	12866	PT15M58S	429	https://electronmotors.ru/utv-eltron-voch?utm_source=youtube&utm_medium=video&utm_campaign=wils_utv	electronmotors.ru
eSAICSn2j4s	Переходи по ссылке https://surfshark.deals/WYLSA - используй промокод WYLSA и получи скидку 83% и 3 месяца в подарок!\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-08-19	https://www.youtube.com/watch?v=eSAICSn2j4s	605211	25456	PT29M10S	1852	https://surfshark.com/deal/influencer?coupon=wylsa&utm_source=partner&utm_medium=45357	NameBrightPrivacy.com
FznnUJlJ1zY	Конкурс! Выиграй «Люсю», правила как обычно:\n\n1. Поставь лайк\n2. Подпишись на канал\n3. Напиши в комменты, что ещё должна уметь «Люся», чтобы ты ей пользовался\n\nИ смотри «Люсю» в любое время: \nhttps://premierone.onelink.me/6mPw/wylsa\n\n«Люся» — голосовой помощник в виде чипа от @PREMIER \n\nПредзаказ доступен здесь: https://lusya.me  \nГолос «Люси»: https://t.me/dasha_innuutzz1\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-08-10	https://www.youtube.com/watch?v=FznnUJlJ1zY	1199251	57603	PT14M19S	9318	https://premier.one/show/lyusya?utm_source=youtube&utm_medium=smm&utm_campaign=prem_inh_premier-brand___ru_wylsacom__002yt&source_caller=ui&shortlink=wylsa&c=lusa_wylsacom&pid=youtube&deep_link_value=one.premier%3A%2F%2Fpremier.one%2Fshow%2F18898&af_xp=custom	PREMER, LLC
wWr2_uRP2y8	Записывайтесь на курс по обучению Java-разработке от KATA Academy с оплатой после трудоустройства: https://clck.ru/sTakZ\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-08-08	https://www.youtube.com/watch?v=wWr2_uRP2y8	725870	35335	PT40M10S	1960	https://kata.academy/java/postpayment?utm_source=youtube_java&utm_medium=wylsacom_08_08_2022&utm_campaign=wylsacom&utm_content=Aug_22	Privacy Protection
acY-CIkQe6U	🔥 Кликай: https://go.contented.ru/OROBVA\n-45% на профессию UX/UI дизайнер с нуля до PRO в онлайн школе дизайна Contented по промокоду «WYLSACOM» до 18.08\n\nРазыгрываем Nothing Phone (1) тут: https://t.me/Wylsared/6460\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-08-07	https://www.youtube.com/watch?v=acY-CIkQe6U	767597	25063	PT26M4S	2932	https://contented.ru/edu/ux-ui-designer-pro/?utm_source=youtube&utm_medium=partner&utm_campaign=wylsacom&utm_content=contented_uxpro_07.08.2022	Skilfektori, LLC
jP0A6q4Hak8	Запишитесь на бесплатный курс «Python-разработка для начинающих» — http://netolo.gy/iZQ.\nПо промокоду WYLSA действует скидка 45% на платные курсы Нетологии.\n\nКомбинезон как у Наташи: https://dnk-russia.com/catalog/vzroslye/zhenshchiny/8530/\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-08-01	https://www.youtube.com/watch?v=jP0A6q4Hak8	819672	23016	PT13M9S	977	https://netology.ru/programs/pyfree-async?utm_source=wylsaavg2022&utm_medium=promo&utm_campaign=bdev_pyfree_bou_youtube_wylsaavg2022&utm_content=1082022	Netologiya, LLC
3Z2K3kYWxVc	Регистрируйтесь и используйте объектное хранилище Selectel для хранения неструктурированных данных. Первый месяц — бесплатно: https://slc.tl/9j5qp\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-07-25	https://www.youtube.com/watch?v=3Z2K3kYWxVc	300973	9482	PT21M23S	959	https://selectel.ru/services/cloud/storage/?utm_source=youtube.com&utm_medium=referral&utm_campaign=cloud_storage_data-analysis-0722_wylsacom_260722_paid	Selectel, Co. Ltd.
lRGYVTrjbrk	Переходи по ссылке https://surfshark.deals/WYLSA - используй промокод WYLSA и получи скидку 83% и 3 месяца в подарок!\n\n\n«Мне сказали, что ВПН вообще не прозрачные, они продают и перепродают всю инфу, которую могут собрать с гаджета»\n«Троянский конь для вашего смартфона: как VPN может лишить вас батареи, трафика и денег на счету»\n«Семь раз отмерь, один раз отрежь: чем опасно использование VPN-сервисов?»\n«Эксперты назвали главную опасность для пользователей VPN-сервисов»\n«На радость третьим лицам: Озвучена новая опасность VPN-сервисов»\n«Россиянам объяснили опасность VPN-сервисов»\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-07-18	https://www.youtube.com/watch?v=lRGYVTrjbrk	383945	15732	PT4M52S	1134	https://surfshark.com/deal/influencer?coupon=wylsa&utm_source=partner&utm_medium=45357	NameBrightPrivacy.com
hjUqf6P9aVs	"Смотри новое шоу ""Бизнес в действии"" и подписывайся на канал Теперь Я Босс!\nhttps://bit.ly/3P9aY3v\n\nЛучший магазин гаджетов во вселенной: http://biggeek.ru\nНаш текстовый обзор MacBook Air 2022 https://wylsa.com/obzor-noutbuka-macbook-air-2022/\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\n#Apple #M2 #MacBook #Air\n\nРолик содержит рекламную интеграцию."	2022-07-17	https://www.youtube.com/watch?v=hjUqf6P9aVs	1212011	33924	PT22M48S	1426	https://www.youtube.com/watch?utm_source=youtube&utm_medium=free&utm_campaign=wylsacom&v=xmki7WE1GHw&feature=youtu.be	Google LLC
g2q9OhsHO94	Угольный гриль BORK G503 - https://www.bork.ru/s/g503_youtube/\n\n00:00 Начало\n02:08 Открытие недели\n06:20 Разочарование недели\n07:50 Евро дешевле доллара\n09:01 LEGO уходит из России\n13:07 Mercedes Benz планирует продать имущество в России\n14:15 Макдональдс недели\n15:45 Twitter подает в суд на Илона Маска\n18:08 NothingPhone 1\n21:46 Камера iPhone 15Pro\n23:13 Таганский суд оштрафовал Apple\n24:04 Apple окончательно прекратила сотрудничество с Джонни Айвом\n25:57 Apple Watch Pro\n28:15 14-дюймовый iPad Pro\n29:59 27-дюймовый монитор Apple\n30:53 Только у Apple растут поставки компьютеров\n32:01 У Apple проблемы с Project Titan\n33:56 Apple снимет фильм про Энцо Феррари\n34:26 Москвичам снова рекомендуют носить маски\n34:53 Россияне стали чаще ремонтировать технику у частных мастеров\n35:50 Билл Гейтс передаст почти все состояния на благотворительность\n36:53 5G в России заморозили\n38:01 Молодые пользователи перестали обращаться к поиску и картам\n39:16 Изменение системы штрафов за утечку персональных данных\n40:04 Заключение договора купли/продажи на Госуслугах\n41:03 Nokia со встроенными наушниками\n42:07 Фотографии с телескопа Джеймс Уэбб\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-07-15	https://www.youtube.com/watch?v=g2q9OhsHO94	505985	14771	PT43M15S	1132	https://www.bork.ru/eShop/Grills/g503/?utm_source=youtube&utm_medium=influence&utm_campaign=wylsacom&utm_term=g503	OOO BORK-IMPORT
gWDdrqpmV5E	Переходи на МегаФон — мобильного оператора №1*: https://bit.ly/3P3eigB\n\n*по скорости и покрытию.\nОсновано на анализе скорости мобильного интернета SpeedTest Intelligence® («Спидтест Интелиджэнс») в 2017-2022 гг. и данных о покрытии сети компании Ookla® («Оокла») в 1-2 кв. 2022 г. Торговые марки Ookla воспроизведены с разрешения правообладателя. Карта покрытия и другие подробности на megafon.ru.\n\nНовое видео! Не так давно iPhone исполнилось 15 лет. По такому случае мы офигенно оригинально взяли iPhone 2007 года и решили сравнить его с 13 Pro Max. Но в процессе стало понятно, что не в мегапикселях и мигагерцах счастье. iPhone просто изменил нашу с ваши жизнь и вот об этом хочется поговорить в новом видео. Enjoy!\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-07-14	https://www.youtube.com/watch?v=gWDdrqpmV5E	730648	26051	PT21M16S	1041	https://tatarstan.megafon.ru/fastest/?utm_source=youtube&utm_medium=pr_blogger&utm_campaign=pr_number1&utm_content=integration&utm_term=wylsacom	"PJSC ""MegaFon"""
HXteWUzCUx0	Новое бренд-медиа «‎М.Клик»: https://clck.ru/sF4ee\n\n00:00 Начало\n01:45 Открытие недели\n03:49 Разочарование недели\n06:47 Продажа Starbucks\n07:42 Уход KFC\n08:35 Макдональдс недели\n09:46 Презентация новых Москвичей\n10:53 Эпл обяжут разрешить установку сторонних приложений\n15:45 Кино по параллельному импорту\n18:12 Ноутбуки без Windows\n21:12 Яндекс Попутчик\n22:53 Яндекс покупает Деливери клаб\n27:47 BBK избавляется от ONE+\n28:20 Смартфон Nothing\n28:54 Предложение о выделении частот под 5G\n29:16 Beeline отключит 3G в Москве и Подмосковье\n29:52 Презентация Xiaomi 12S и не только\n30:52 iPhone14 не получит А16\n33:12 Про Тинькофф, грустно и точка\n34:39 Проблемы с производством AYYA T2\n35:47 Читер получил реальный срок\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-07-08	https://www.youtube.com/watch?v=HXteWUzCUx0	613407	17341	PT37M48S	1068	https://www.mvideo.ru/blog/?utm_medium=post&utm_source=youtube&utm_campaign=Special_flight_RF_Mclick_wylsacom_4.06-31.06	PJSC M.video
